,movie,vid_ids,views,likes,dislikes,comments
400,Divergent,sutgWjz10sM,37826771,133347,4903,14060
401,Enemy at the Gates,4O-sMh_DO6I,2474255,6721,266,405
402,The Rundown,cCSQ4j0vVGo,206218,369,27,20
403,Last Action Hero,ShBw43KJoLk,96385,759,29,111
404,Memoirs of a Geisha,4L-xlmakQvc,1921599,19208,342,919
405,The Fast and the Furious: Tokyo Drift,p8HQ2JLlc4E,5571885,23583,977,1003
406,Arthur Christmas,7tk-WZSqIGQ,3724987,5869,317,674
407,Meet Joe Black,_zIOjl93WrU,3212762,11430,356,592
408,Collateral Damage,tkBe-XRtq30,320148,608,143,68
409,All That Jazz,8_aIhkKlrwk,84006,524,33,28
410,Mirror Mirror,ILDeA7AqA84,2312556,12928,547,675
411,Scott Pilgrim vs. the World,7wd5KEaOtm4,4346238,47864,1110,3331
412,The Core,LVkocdkcmAc,1304698,,,
413,Nutty Professor II: The Klumps,UVqXU5wsBFE,125993,436,28,73
414,Scooby-Doo,vf1aW1z437I,8601834,107150,4969,0
415,Dredd,G-eI5oLlIeY,3535452,14844,988,3224
416,Click,zZNC5emNyEQ,792091,6012,174,382
417,Creepshow,owdnnaNs2RI,385313,2285,94,179
418,Cats & Dogs 2 : The Revenge of Kitty Galore,Uh5k0zL6ps0,872307,957,81,311
419,Jumper,eLqE8rqNPbk,968742,7840,217,348
420,Hellboy II: The Golden Army,Yjivaeh5YOk,193746,832,45,29
421,Zodiac,yNncHPl1UXg,2380991,17425,343,909
422,The 6th Day,0VP44dGIi9c,112532,722,21,84
423,Bruce Almighty,fe-luzrqWSk,1266867,8390,219,249
424,The Expendables,8KtYRALe-xo,2603440,9903,374,465
425,Mission: Impossible,XiHiW4N7-bo,27104517,225137,8341,13328
426,The Hunger Games,mfmrPu43DF8,8779800,38654,1115,6213
427,The Hangover Part II,ohF5ZO_zOYU,5078437,18200,588,2039
428,Batman Returns,Too3qgNaYBE,1531081,4891,191,865
429,Over the Hedge,kkrGBlvGK4I,872026,4984,277,0
430,Lilo & Stitch,9OAC55UWAQs,283262,1478,82,0
431,Charlotte's Web,YSC7NrzDt24,120809,703,30,0
432,Deep Impact,9cqDWRIv7Mg,678571,2084,107,133
433,RED 2,ZfB8QwYBPxY,4085440,10105,484,894
434,The Longest Yard,l1BF53bXP8I,574509,2186,69,54
435,Alvin and the Chipmunks: Chipwrecked,i4FuxIMrs1g,13658023,32585,7708,0
436,Grown Ups 2,a_c3hW0Uyvc,4157315,15949,1075,2168
437,Get Smart,K9WNBO3szgQ,2369762,8344,252,343
438,Something's Gotta Give,6zVzIaEuXS4,963409,2712,92,217
439,Shutter Island,5iaYLCiq5RM,13177283,60573,1236,5847
440,Four Christmases,6veo6Js7HUE,180253,770,29,20
441,Robots,zyLI71Z0RF4,146820,1032,27,0
442,Face/Off,S-nDX0BeFoQ,230063,1655,51,163
443,Bedtime Stories,oWh97nOY1n0,313654,981,49,68
444,Road to Perdition,OreveBlLfho,195605,1183,23,84
445,Just Go with It,fpj7i2CPt8M,3183817,12773,424,471
446,Con Air,vYFU0H1I1i0,131816,895,30,56
447,Eagle Eye,Ve_HGFCyCd8,186597,1471,61,29
448,Cold Mountain,kfxXPhKuMUA,606104,2303,97,103
449,The Book of Eli,zSMHmtaoXtI,2310252,10064,467,593
450,Flubber,KEAewElEcCo,30054,175,7,7
451,The Haunting,J4fWI5J4bEU,377840,1854,102,283
452,Space Jam,olXYZOsXw_o,26109096,234190,28124,28509
453,The Pink Panther,dKxgj5FxmZo,688078,2709,154,252
454,The Day the Earth Stood Still,6QFcZohER3s,996152,4616,206,363
455,Conspiracy Theory,adYGUai7PNc,420214,2158,78,251
456,Fury,DNHuK1rteF4,4233618,18705,655,1250
457,Six Days Seven Nights,P_cWHAPogMo,50281,148,5,
458,Yogi Bear,9iyYTz0Bh0Y,85829,228,29,53
459,Spirit: Stallion of the Cimarron,-vGpe_8XiNk,620128,2646,145,373
460,Zookeeper,krvwtRbK5nM,597858,2037,218,217
461,Lost in Space,fzmM0AB60QQ,7923272,77452,3052,9240
462,The Manchurian Candidate,Q2c5-L5qBvM,287996,1721,49,226
463,Déjà Vu,uxdS8TP37I4,1198657,4896,170,343
464,Hotel Transylvania 2,T3nqmGgnJe8,40445402,104370,6426,4037
465,Fantasia 2000,9sNtKugmzsg,202365,,,
466,The Time Machine,90T7iLuzFgg,1986471,6764,326,737
467,Mighty Joe Young,41rnGfMsF6w,85889,457,15,70
468,Swordfish,lFwtY1bxlNc,617636,2098,105,195
469,The Legend of Zorro,4uNVoVgeGps,232647,639,22,54
470,What Dreams May Come,RmZ-FuBThuQ,1660780,8118,230,696
471,Little Nicky,op62tf2ww5E,304306,1193,260,112
472,The Brothers Grimm,LfXQpg5m0iI,1106491,2342,131,158
473,Mars Attacks!,DqtjHWlM4lQ,1306804,6581,334,531
474,Evolution,TJMqft0yZeE,216327,1058,42,79
475,The Edge,ZDTtUSI_CGg,1557752,2877,174,534
476,Surrogates,UGwQ74cH5O0,2516661,5973,278,906
477,Thirteen Days,-yfIoHXOO9E,323171,972,39,96
478,Daylight,tRWIfCpxNK4,414811,1389,57,135
479,Walking With Dinosaurs,P7lBKBxIwGM,9992733,34101,2393,0
480,Battlefield Earth,XhNuXvlCTTc,837903,1081,1722,598
481,Looney Tunes: Back in Action,WKix-x7tBv0,158987,612,30,97
482,Nine,_qApXdc1WPY,4411851,27550,1419,4311
483,Timeline,bol117Vce_A,758656,1088,137,103
484,The Postman,V43K5yFn5GM,180988,644,49,151
485,Babe: Pig in the City,XoMZtqQq3LQ,76527,174,9,0
486,The Last Witch Hunter,xsuG2JUgs_8,12227457,25223,1368,1835
487,Red Planet,IpF691nGMW8,418028,1145,111,116
488,Arthur and the Invisibles,xIzKgO3C6Z8,127750,805,28,120
489,Oceans,uXLbQrK6cXw,2143278,5194,246,389
490,A Sound of Thunder,3xaKvSonbG8,123496,365,43,34
491,Pompeii,t6TRwfxDICM,10666627,26749,2795,4347
492,Top Cat Begins,YGdDihSGhUY,222109,771,365,0
493,A Beautiful Mind,YWwAOutgWBQ,853932,3331,96,289
494,The Lion King,7TavVZMewpY,71904078,769463,44390,0
495,Journey 2: The Mysterious Island,qdFCjwcK8IE,3983322,13877,626,942
496,Cloudy with a Chance of Meatballs 2,3QCJTbHU60U,1249148,3468,221,390
497,Red Dragon,Cln4p9DxnGI,364023,1789,78,114
498,Hidalgo,urnjRUVYRY8,1178696,2254,93,269
499,Jack and Jill,oJVv3PBoPMc,1307485,8223,2501,925
500,2 Fast 2 Furious,F_VIM03DXWI,3015382,8275,252,342
501,The Little Prince,fEPqgSNLfK8,5761594,52806,658,4180
502,The Invasion,5WFwhSuzkMw,784540,4287,185,438
503,The Adventures of Rocky & Bullwinkle,sjzxZCqFu9w,275124,1136,82,0
504,The Secret Life of Pets,UZ4WBlveGfw,10157708,27093,1630,1894
505,The League of Extraordinary Gentlemen,w3lwgm7ORM8,647716,1492,78,165
506,Despicable Me 2,yM9sKpQOuEw,19479461,68860,26878,0
507,Independence Day,B1E7h3SeMDk,1328541,5593,237,383
508,The Lost World: Jurassic Park,RxrvaneULkE,1767838,6789,272,726
509,Madagascar,fq5zU9T_Hl4,2076927,3938,914,0
510,Children of Men,2VT2apoX90o,4902932,20852,807,2430
511,X-Men,VNxwlx6etXI,761899,5469,155,379
512,Wanted,edpEspHOeVU,4221452,18512,695,502
513,The Rock,a3qcNyjj9ZQ,82076,614,16,61
514,Ice Age: The Meltdown,s4PWGVtIZWA,212964,454,37,26
515,50 First Dates,Q_2AbjYeSMI,1789743,16427,296,379
516,Hairspray,SUoG7mqCixI,1364209,7191,186,273
517,Exorcist: The Beginning,eHJEMIYNFFY,869897,1716,148,155
518,Inspector Gadget,WF_xCzAXFuU,533144,3128,164,149
519,Now You See Me,KzJNYYkkhzc,12424086,41892,1230,5192
520,Grown Ups,e01NVCveGkg,6455452,12162,668,1487
521,The Terminal,iZqQRmhRvyg,769643,6821,122,375
522,Hotel for Dogs,MjDBb6VPfCg,41675,357,11,0
523,Vertical Limit,pRdFuZSW4-Y,49547,296,13,32
524,Charlie Wilson's War,G1mnSjjeC2o,688914,2229,136,202
525,Shark Tale,b5EcRbTWm2A,248628,1045,91,0
526,Dreamgirls,DTgGuFOh2M0,134660,903,20,26
527,Be Cool,myWOyJRswyM,82008,250,23,26
528,Munich,gqX7H1-n10s,237774,701,46,139
529,Tears of the Sun,INW4f3yyeZg,605546,3011,133,108
530,Killers,jE-i7GnoCCA,1610578,9061,264,127
531,The Man from U.N.C.L.E.,-x08iNZ8Mfc,9615393,39546,964,2565
532,Spanglish,--2IG_rxfUM,589219,3722,132,181
533,Monster House,yB9vThNAIjs,294403,2127,100,0
534,Bandits,A9kCb0E4O3g,167070,427,29,57
535,First Knight,zO1_r6slUlk,977698,1373,95,180
536,Anna and the King,I6cF4_502aw,260143,2397,59,229
537,Immortals,GSmJ5UXtUnk,4085791,14635,778,956
538,Hostage,HCt4L7RPweE,386014,1164,67,55
539,Titan A.E.,njRH_EDfLpA,520108,2756,147,512
540,Hollywood Homicide,ppHSy_YwzmY,162433,431,30,62
541,Soldier,jaZy6tOkG88,185081,565,70,42
542,Carriers,oNb6-yIED0Q,87058,460,13,59
543,Monkeybone,LsGy7tveEo4,64979,519,43,68
544,Flight of the Phoenix,bANHr1Qc-7k,277591,637,55,84
545,Unbreakable,fNeCB2ALNoA,824127,4500,154,294
546,Minions,eisKxhjBnZ0,29967372,78677,4932,0
547,Sucker Punch,9k10AzCcMOM,2085318,14588,518,1173
548,Snake Eyes,Vd2sm63Xwfw,6521295,29734,1256,2443
549,Sphere,GJvKLetIV20,320737,1208,67,135
550,The Angry Birds Movie,QRmKa7vvct4,17974952,42888,5962,558
551,Fool's Gold,EElmapouc0c,983419,2344,92,79
552,Funny People,G_1jjqKFYaY,2688777,4023,310,849
553,The Kingdom,4l-yByZpaaM,5792210,61835,1093,5249
554,Talladega Nights: The Ballad of Ricky Bobby,YfGRg0FLxtE,170641,858,24,48
555,Dr. Dolittle 2,90sEjCSJLbc,156794,877,28,44
556,Braveheart,1NJO0jxBtMo,1206648,7802,211,507
557,Jarhead,-aBP-c28_1M,3328738,14648,447,723
558,The Simpsons Movie,HRV6tMR-SSs,321922,1955,69,177
559,The Majestic,TK9umGHmUfg,240194,1344,52,138
560,Driven,zRsSm8I6wRU,794566,4473,220,280
561,Two Brothers,xvRZIAwkTvQ,587873,2841,84,277
562,The Village,sTGyhwvdY6k,707903,4226,148,354
563,Doctor Dolittle,FEf412bSPLs,28405541,518215,18978,32158
564,Signs,dUw26F0WfLg,853410,5465,178,379
565,Shrek 2,V6X5ti4YlG8,3153495,3734,420,0
566,Cars,SbXIj2T-_uk,5497380,11974,1556,0
567,Runaway Bride,pOmwh43Kr34,641133,5014,82,123
568,xXx,xEuM4IUFWu8,16961701,81866,5616,8360
569,The SpongeBob Movie: Sponge Out of Water,e9awLSibQ80,1921041,14656,830,0
570,Ransom,mebIhXK8srA,675421,1323,87,221
571,Inglourious Basterds,KnrRy6kSFF0,4625119,22052,934,1327
572,Hook,qrGpgcQHroY,430964,1984,116,0
573,Die Hard 2,CvHp7xJZ4_U,47831,426,4,42
574,S.W.A.T.,7IoGHLXWs28,380720,1686,62,55
575,Vanilla Sky,k09OX40NLUw,2910333,10611,418,903
576,Lady in the Water,pKR1mfrfGAo,609058,3149,185,260
577,AVP: Alien vs. Predator,Cld40qD7HcY,1149696,3926,162,350
578,Alvin and the Chipmunks: The Squeakquel,HwVzCtRvcyY,790722,2113,223,71
579,We Were Soldiers,wYK4jrhepdU,355310,1227,48,129
580,Olympus Has Fallen,ar-IaAx7s8k,5928246,18577,1018,3344
581,Star Trek: Insurrection,4rVxjV342W4,22770,211,4,15
582,Battle: Los Angeles,-Pd-uuDi28U,1766986,7953,422,1251
583,Big Fish,D0kiS4ROWkQ,556259,4468,73,182
584,Wolf,oG1xjm0GZgQ,2152219,5688,391,656
585,War Horse,JPNyNr2Kp4w,1529629,9417,233,720
586,The Monuments Men,felsazClWcI,246635,1885,56,242
587,The Abyss,4zbpL3LeW7k,1106707,3071,141,429
588,Wall Street: Money Never Sleeps,HcMFA2SHES4,936223,6082,187,224
589,Dracula Untold,_2aWqecTTuE,16130508,72508,4681,8690
590,The Siege,VzLQOc-B0Ys,628593,1646,99,345
591,Stardust,U82heDabn5k,648323,3272,7240,
592,Seven Years in Tibet,m9a_7WFcPlI,312385,2641,48,238
593,The Dilemma,P5EwYtPZxWQ,329809,661,35,42
594,Bad Company,eRX7Cjfc0no,21063,93,5,1
595,Doom,FkklG9MA0vM,4533079,110860,1111,9727
596,I Spy,Z-aZceoVnWw,210915,1125,49,69
597,Underworld: Awakening,tUcrbUCWKQc,4542422,10332,343,2625
598,Rock of Ages,jbvzQLMqfH0,729777,3491,174,
599,Hart's War,yOBPV_r4_hs,318084,763,39,34
600,Killer Elite,lft48yFsHGU,2125347,6050,236,254
601,Rollerball,aVUxK1mNups,545521,1945,83,334
602,Ballistic: Ecks vs. Sever,Tme_SdRv2gk,345155,399,357,221
603,Hard Rain,Vsmt4B35hsM,22119,167,4,15
604,Osmosis Jones,9Hf-3pPkRwY,652311,3870,125,0
605,Legends of Oz: Dorothy's Return,HN7xNSNsWGA,1097114,2500,1206,604
606,Blackhat,jZ1ZDlLImF8,3635602,6875,549,984
607,Sky Captain and the World of Tomorrow,5D-aYfrthJc,97913,642,39,105
608,Basic Instinct 2,Q_AhM89DPzY,13448,68,4,6
609,Escape Plan,CI4EjV_x_PQ,8406757,19892,919,2078
610,The Legend of Hercules,jcdhyaP0T7g,12078188,33785,3874,2850
611,The Sum of All Fears,p4Y-0Pun2Eg,719122,1484,109,134
612,The Twilight Saga: Eclipse,kX2DKZcDM-o,762048,5761,115,163
613,The Score,AiN6-UdxcbI,541694,1337,71,77
614,Despicable Me,zzCZ1W_CUoI,2486890,5635,647,0
615,Money Train,W2L-pfIjaB0,53301,66,10,5
616,Ted 2,S3AVcCggRnU,32749870,155882,7984,7044
617,Agora,uOXKF1mb9Hc,636341,1742,80,292
618,Mystery Men,weL-NjlIQ0E,447794,1879,92,203
619,Hall Pass,1JMCvX6qXuo,603043,1650,86,70
620,The Insider,6kZaJhZMgs0,162730,675,12,74
621,The Finest Hours,BQmllwTKtqU,8992554,12307,720,1055
622,Body of Lies,bxQW8NGNb60,711136,2444,125,63
623,Dinner for Schmucks,-FHlvEc3vaE,3222871,6532,371,1105
624,Abraham Lincoln: Vampire Hunter,wZp7eBStN1U,3318873,12075,734,3244
625,Entrapment,ikcO58IoumQ,202135,479,24,68
626,The X Files,b_D3ysY_QCA,71300,456,11,32
627,The Last Legion,jEvZVt6ulKU,503938,1372,104,93
628,Saving Private Ryan,9CiW_DgxCnQ,690899,4397,271,243
629,Need for Speed,u3wtVI-aJuw,3527462,20680,922,2563
630,What Women Want,zZKAA5DRF4A,516498,4533,87,99
631,Ice Age,i4noiCRJRoE,411506,1600,125,0
632,Dreamcatcher,oppuw63al_Y,294584,1964,1939,421
633,Lincoln,KJVuqYkI2jQ,4426434,17221,664,4135
634,The Matrix,9ix7TUGVYIo,38687765,781543,23328,79934
635,Apollo 13,KtEIMC58sZo,1649924,5656,234,277
636,The Santa Clause 2,NML7Y1APyZs,219862,466,38,81
637,Les Misérables,YFfdlLW9Rwg,1082573,4112,401,413
638,You've Got Mail,bjP4s7UUnK8,414985,3019,52,146
639,Step Brothers,CewglxElBK0,1827955,5330,217,350
640,The Mask of Zorro,uczLtpWF_cY,966574,2206,75,371
641,Due Date,1p3NnJ_oiE0,493567,2798,74,114
642,Unbroken,XrjJbl7kRrI,11251291,51035,1491,3784
643,Space Cowboys,gnGYgy744vU,50674,288,11,19
644,Cliffhanger,OZALfW1ohRI,725844,1668,134,203
645,Broken Arrow,JtNxbR7n0_k,41874,267,8,36
646,The Kid,KpMZXrRo99g,1247156,11641,429,1335
647,World Trade Center,ZgY_n8QYeOo,254238,2121,63,223
648,Mona Lisa Smile,VqexVyd_ybI,2370689,30361,294,272
649,The Dictator,cYplvwBvGA4,22999932,79905,4439,10760
650,Eyes Wide Shut,FBrbQSDfh7Q,922019,2117,152,100
651,Annie,O-lw0Jtmzn8,1318474,7597,936,0
652,Focus,MxCRgtdAuBo,27633849,70468,3782,4644
653,This Means War,oleuD8479uM,3557575,12209,452,948
654,Blade: Trinity,fPcNbsW69Eg,453616,2190,104,148
655,Red Dawn,nGoe7BdGdlg,8271820,36836,3614,10548
656,Primary Colors,llEsfNtE4iQ,129908,269,16,35
657,Resident Evil: Retribution,hoyMT-7wEqs,6669758,24249,1506,6918
658,Death Race,C8bxcJZrus0,1960825,6460,225,270
659,The Long Kiss Goodnight,oDuma1M09B0,1246317,2996,143,206
660,Proof of Life,kY7qGRhWcCo,274654,691,57,69
661,Zathura: A Space Adventure,zNxm_obDpNU,310768,3068,68,190
662,Fight Club,qtRKdVHc-cE,1773055,16141,323,769
663,We Are Marshall,y3V6Qz3zz4s,518034,2097,66,79
664,Hudson Hawk,P8klbSyczKk,115127,466,23,75
665,Lucky Numbers,6oHsh6n8lXk,9267,55,3,4
666,"I, Frankenstein",NXc5epxOH_c,3024875,8023,796,651
667,Oliver Twist,Ry2ULl8osu4,53523,218,9,17
668,Elektra,XGnADb5e0mc,688638,3418,182,186
669,Sin City: A Dame to Kill For,nqRRF5y94uE,5845764,19911,721,1896
670,Random Hearts,9zGdCzEzzPg,126563,202,14,21
671,Everest,5ZQVpPiOji0,6896570,19936,855,2138
672,Perfume: The Story of a Murderer,_-qv0EnGhJU,1751916,14540,439,681
673,Austin Powers in Goldmember,XROEPkzyCRg,247447,1027,46,74
674,Astro Boy,1AhqOHom9BY,920224,2943,209,0
675,Jurassic Park,lc0UehYemQA,6349172,21307,1785,1299
676,Wyatt Earp,BS5n_Ql1v2k,518046,1047,61,162
677,Clear and Present Danger,pJ6vXErb1oU,214248,547,16,38
678,Dragon Blade,kUs8tWJ0EWM,3742458,12007,858,1170
679,Little Man,n6ir-qPI2PU,848359,5055,303,111
680,U-571,aFdmp8ZIDGM,581828,1049,92,104
681,The American President,dyGibtCfMLM,257405,723,40,93
682,The Love Guru,0KUA1d8-6eg,37238,179,32,17
683,3000 Miles to Graceland,JdEFmGB--kQ,103017,406,19,59
684,The Hateful Eight,nIOmotayDMY,5980635,29459,974,1813
685,Blades of Glory,UrZb-dZKCIQ,92289,511,14,34
686,Hop,VBR3jDS-Ad4,873299,1939,209,0
687,300,UrIbxk7idYA,6576599,32899,1513,
688,Meet the Fockers,r5Vpw5QP8FU,458510,,,0
689,Marley & Me,0UMMGNxg1Lg,2678294,10633,280,1147
690,The Green Mile,Ki4haFrqSrw,3388534,25762,518,1270
691,Wild Hogs,zSvwmgWCJ2s,1800591,3419,189,11
692,Chicken Little,VUBFCaWiQ28,610574,2404,210,0
693,Gone Girl,2-_-1nJf8Vg,6571230,30395,553,1367
694,The Bourne Identity,FpKaB5dvQ4g,1872833,5224,214,242
695,GoldenEye,lcOqUE0u1LM,234531,1168,38,112
696,The General's Daughter,LsC8Kd6tfs4,350600,885,52,90
697,The Truman Show,dlnmQbPGuls,1198542,13227,209,676
698,The Prince of Egypt,N0Vh65UrBK4,306665,2592,74,0
699,Daddy Day Care,DdmbtyEtU8s,785145,1510,108,151
700,2 Guns,AK6EbfdnTHg,1801697,5873,206,219
701,Cats & Dogs,CKZtif47lA4,83153,512,25,65
702,The Italian Job,uw6jY3VuOcI,624519,2334,118,86
703,Two Weeks Notice,1YG-vYfz8yM,4280319,19442,378,382
704,Antz,iX_qRwVXWYQ,789012,,,
705,Couples Retreat,X4j_NTFos9c,3944650,16506,595,193
706,Days of Thunder,oPXL4_eZ4-M,131597,901,19,75
707,Cheaper by the Dozen 2,F79BR4YGBUM,17487,80,4,8
708,Maze Runner: The Scorch Trials,SDofO3P2HpE,15780215,72387,1549,5886
709,Eat Pray Love,mjay5vgIwt4,6537802,17588,757,1559
710,The Family Man,OnouJoQs52c,404472,1219,47,204
711,RED,XdKzUbAiswE,12952204,230262,12138,11855
712,Any Given Sunday,Q1DRD5Jvzis,229973,978,32,84
713,The Horse Whisperer,_nCowPQ2aa4,29467,202,6,18
714,Collateral,JlcX_GXtf40,210874,1295,25,101
715,The Scorpion King,b7nmYiZ6cAg,132346,782,23,10
716,Ladder 49,jpU7gzT6CdM,349660,1087,36,99
717,Jack Reacher,Q-oxhxD32MM,2310668,8788,330,706
718,Deep Blue Sea,oSz9MDN-iac,572186,2857,103,173
719,This Is It,zUniG6F_RzY,3282716,38016,619,2822
720,Contagion,4sYSyuuLk5g,29030375,126300,5633,21630
721,Kangaroo Jack,SuyLeUjuT_k,541959,1698,154,320
722,Coraline,m9bOpeuvNwY,3511576,34722,1580,0
723,The Happening,TJ71uf635hM,221997,595,45,57
724,Man on Fire,ALKCTuH79iE,198526,979,36,28
725,The Shaggy Dog,S09rcCJl8pc,475908,2047,212,0
726,Starsky & Hutch,MtUcpYifkAk,209953,594,34,60
727,Jingle All the Way,jhJYMEzQA-Q,363137,1605,68,211
728,Hellboy,dt5g5_1cKVk,13010005,104461,37664,20542
729,A Civil Action,Y4WOo8IJzVg,63225,,,
730,ParaNorman,hgwSpajMw3s,3724324,11127,609,0
731,The Jackal,nszMBbCZKo4,511278,1432,72,108
732,Paycheck,rkE5I9nFqrI,113641,654,33,52
733,Up Close & Personal,6Y28HLt-fEg,109969,618,17,61
734,The Tale of Despereaux,I7b-Vfz0ga4,259159,1042,56,0
735,The Tuxedo,nc-NIveaM3U,133422,958,33,30
736,Under Siege 2: Dark Territory,LorQZ4TfbTQ,25720,148,7,5
737,Jack Ryan: Shadow Recruit,K9KAnx4EvaE,5246608,10405,603,968
738,Joy,uR-2TiQVY-k,9507455,25780,1649,1677
739,London Has Fallen,3AsOdX7NcJs,15728711,48084,3716,5898
740,Alien: Resurrection,15g12dGxWX4,212250,897,37,96
741,Shooter,i3A0ptNnC5s,408996,2124,71,52
742,The Boxtrolls,Q2dFVnp5K0o,3406296,7633,583,0
743,Practical Magic,R7uixLkpjPs,1136085,6262,160,260
744,The Lego Movie,fZ_JOBCLF-I,34137103,118578,7447,0
745,Miss Congeniality 2: Armed and Fabulous,sWjTpuHkpeY,978278,7340,135,126
746,Reign of Fire,Xd2hHvq-SEA,251517,942,80,95
747,Gangster Squad,LlbN5cQKZik,1588557,6417,158,301
748,Year One,4H_Eepvg3aU,1199814,2730,196,362
749,Invictus,RZY8c_a_dlQ,2292011,7084,221,605
750,State of Play,s1Sp1QvyQQI,189083,270,29,16
751,Duplicity,CBVqI2P2L4A,228513,528,40,37
752,My Favorite Martian,lOk3cgpQUNM,106654,386,24,79
753,The Sentinel,Z0YdJNeNXLE,139539,1072,31,249
754,Planet 51,zaBAOVslv08,951683,2149,193,338
755,Star Trek: Nemesis,eX15_g1Kc48,40446,248,9,25
756,Intolerable Cruelty,dE8jX6rP4L0,474856,1155,60,29
757,Trouble with the Curve,fTHSqutzOcQ,3648549,13788,379,276
758,Edge of Darkness,hVOH8xrCI9I,515061,394,24,41
759,The Relic,_sHbiv7J1xg,1416901,9526,458,852
760,Analyze That,vF-lF7slKV4,268205,798,33,15
761,Righteous Kill,1kRShW-XMRs,22268,162,8,15
762,Mercury Rising,Lodj3ZT4tOU,634438,1954,111,237
763,The Soloist,nCo9VIzYF9c,21132,239,5,9
764,The Legend of Bagger Vance,znjcEycE4O4,85517,483,10,36
765,Almost Famous,aQXh_AaJXaM,418341,3444,66,99
766,Garfield: A Tail of Two Kitties,BLTnQko_Lz4,363737,1108,80,0
767,xXx: State of the Union,78GqdG56y2w,776342,2922,231,92
768,Priest,-VNczhWD2ao,3510257,8540,583,1709
769,Sinbad: Legend of the Seven Seas,rwjVhtQRnwk,103699,,,
770,Event Horizon,2nlkEY-3CMI,126366,876,39,81
771,Dragonfly,_fglzCnPlec,1138367,2187,113,3
772,The Black Dahlia,xCDXPn7OnrI,179800,811,33,112
773,Flyboys,0ejaNRXaQzg,905003,3220,103,260
774,The Last Castle,F_fHxifm35U,137550,743,31,61
775,Supernova,bRz2hY6ykGE,1089572,5762,246,454
776,Winter's Tale,DBSj1MKwx6A,5019037,12490,507,1333
777,The Mortal Instruments: City of Bones,GHlwRsl2uFk,9154147,61426,1505,9284
778,Meet Dave,8GCeBhbo_W0,405182,2013,82,112
779,Dark Water,RvAOuhyunhY,7054624,16635,652,1499
780,Edtv,87hvm2PSjeE,168790,444,40,64
781,Inkheart,6wKm5vU6SSU,734412,3749,153,243
782,The Spirit,egvFBZFi0vY,539437,1073,153,239
783,Mortdecai,aW_sfxUnbZA,5168461,14089,677,880
784,In the Name of the King: A Dungeon Siege Tale,Q22A9aRrUIw,1499491,1395,694,530
785,Beyond Borders,C98QNRlQgZ8,609564,1324,61,60
786,The Monkey King 2,ygTmV3K57_8,5587401,13690,1520,265
787,The Great Raid,N51IAYnlNK0,185203,812,39,95
788,Deadpool,Xithigfg7dA,12798571,56392,1763,2228
789,Holy Man,RYkxTVBYwvE,17942,104,3,15
790,American Sniper,99k3u9ay1gs,23511126,59993,5987,7077
791,Goosebumps,7Cn716jv61s,18073959,56865,4313,6713
792,Just Like Heaven,9sq56IG85CY,76420,,,
793,The Flintstones in Viva Rock Vegas,kqCBEzzXbtY,428070,1479,140,0
794,Rambo III,IQt9bDOGTgg,239615,1082,45,53
795,Leatherheads,gRRGj8Kmxi0,128812,502,32,42
796,The Ridiculous 6,qUp7Qgimn38,9606777,25961,7044,3397
797,Did You Hear About the Morgans?,jzoy1JYRsIk,81405,527,13,7
798,The Internship,jir62_ptloI,812309,3096,110,237
799,Resident Evil: Afterlife,SRRN6MvCdeg,663835,2323,109,251
800,Red Tails,BpA6TC0T_Lw,11913547,46510,3223,10484
801,The Devil's Advocate,40hHA9n4C2o,1013191,6126,169,352
802,That's My Boy,zertZQpKBHk,1307141,9833,355,214
803,DragonHeart,iRjSw-4qcgM,544450,1810,74,186
804,After the Sunset,ZLOwRK2rKJY,929091,1328,82,26
805,Ghost Rider: Spirit of Vengeance,ZFHyPLaENRE,2076941,11379,511,543
806,Captain Corelli's Mandolin,xjjGrxipPGQ,356573,1414,80,241
807,The Pacifier,pZG8DnTRuuk,34175,251,12,17
808,Walking Tall,edR_niqKp1Q,913642,2594,99,77
809,Forrest Gump,bLvqoHBptjg,3424436,,,
810,Alvin and the Chipmunks,sc-C8uumMkw,553759,1701,129,142
811,Meet the Parents,jXfG_ei2m6E,162557,219,11,22
812,Pocahontas,hpVNsegX94g,341965,,,
813,Superman,T6DJcgm3wNY,47767670,207781,7608,61249
814,The Nutty Professor,o3wJ-jzZqBw,458159,1715,88,146
815,Hitch,dMaq_pfxs-0,2129902,,,379
816,George of the Jungle,ITlM041DW1U,51455,421,10,43
817,American Wedding,idEa4VrYSbw,223438,641,23,40
818,Captain Phillips,GEyM01dAxp8,3091650,15062,494,1092
819,Date Night,aspBKFz2dBI,5062710,6344,236,862
820,Casper,e8RATQJIngU,386663,1183,80,0
821,The Equalizer,VjctHUEmutw,12840306,29795,1002,1986
822,Maid in Manhattan,v1dv-skGIYY,1199865,11203,170,256
823,Crimson Tide,I3ItZQb-GLM,36896,205,5,16
824,The Pursuit of Happyness,DMOBlEcRuw8,1747360,27479,288,544
825,Flightplan,OHukIo3qVy4,1972686,5326,227,555
826,Disclosure,34WwXUlx7E4,335865,893,69,290
827,City of Angels,wCrcDidiGJs,449960,2564,69,171
828,Kill Bill: Vol. 1,7kSuas6mRpk,3065579,14414,540,507
829,Bowfinger,SkbHfeWfxHw,281207,1246,63,114
830,Kill Bill: Vol. 2,WTt8cCIvGYI,981699,4145,181,216
831,Tango & Cash,DoacpCpBptU,164194,548,32,41
